1384
302710	0
302707	1
303168	2
303163	3
303132	4
303130	5
302429	6
302065	7
1003221022	8
1003221021	9
302482	10
400263	11
1003035241	12
302632	13
302058	14
200786	15
1002196803	16
302974	17
1002196795	18
302882	19
302876	20
302023	21
302422	22
1002196837	23
303151	24
1000346865	25
302724	26
303234	27
302018	28
1002059682	29
1002059681	30
1002014527	31
302883	32
302605	33
302598	34
302806	35
302804	36
302161	37
300420	38
1002469232	39
302706	40
302357	41
302351	42
302776	43
302726	44
303050	45
303049	46
303145	47
303143	48
1002662344	49
300021	50
302844	51
302842	52
302379	53
300260	54
300129	55
1002014517	56
302881	57
302994	58
1003147960	59
303169	60
302909	61
302907	62
302041	63
300354	64
302145	65
302011	66
302557	67
302555	68
1002196799	69
302115	70
300246	71
302893	72
302463	73
302052	74
303123	75
303122	76
302094	77
302049	78
302491	79
302310	80
302348	81
303180	82
303173	83
302262	84
302290	85
303113	86
303110	87
303098	88
303097	89
302235	90
302231	91
1002662346	92
300515	93
300462	94
302147	95
303190	96
303189	97
302888	98
302885	99
302257	100
302287	101
303116	102
302230	103
300430	104
300368	105
303063	106
303059	107
303034	108
303028	109
303280	110
303278	111
302302	112
302951	113
302950	114
302246	115
1002014575	116
303026	117
303217	118
302780	119
302316	120
302867	121
302856	122
303273	123
302392	124
300285	125
302128	126
303276	127
303221	128
302237	129
303203	130
1003217621	131
400628	132
303274	133
303287	134
302099	135
1000189408	136
302009	137
302479	138
302294	139
302628	140
302616	141
302943	142
302942	143
302682	144
302655	145
302261	146
302411	147
302717	148
303260	149
300075	150
302244	151
302561	152
303104	153
1003219223	154
302233	155
302090	156
302410	157
302848	158
302847	159
302910	160
302864	161
302861	162
302372	163
302371	164
302789	165
302459	166
302612	167
302933	168
302069	169
302358	170
400329	171
1003035245	172
302368	173
302106	174
302211	175
302350	176
302029	177
300087	178
302918	179
302636	180
302716	181
303266	182
302949	183
303279	184
302754	185
303085	186
303080	187
303239	188
302159	189
1003888792	190
300470	191
302709	192
302216	193
1002196775	194
302654	195
302653	196
1002014593	197
303156	198
302460	199
302367	200
1003147894	201
1002196847	202
303218	203
1002662368	204
303152	205
302697	206
302695	207
303216	208
303211	209
302736	210
302727	211
303313	212
303316	213
302337	214
302430	215
303003	216
1003147954	217
302042	218
302055	219
303111	220
302718	221
1002014587	222
303109	223
302299	224
1002662348	225
303074	226
303071	227
400090	228
303013	229
302142	230
302702	231
1002115540	232
302807	233
303229	234
303225	235
302489	236
302745	237
302854	238
302852	239
302545	240
300413	241
303186	242
303182	243
302691	244
303197	245
302676	246
302144	247
303106	248
300456	249
1002662362	250
303008	251
302668	252
303038	253
302356	254
302554	255
302552	256
302720	257
302249	258
302247	259
1002469246	260
1002469244	261
1002196845	262
302954	263
1002196777	264
