4295871245	1
4296382331	2
4296571714	3
5040702471	4
4296420539	5
5067511002	6
4295911963	7
5036847252	8
5046706042	9
8589934339	10
4296749861	11
5030853586	12
4295890024	13
4295885689	14
5001041070	15
5037989910	16
4295891425	17
4295859579	18
5037459225	19
4295903128	20
4297997041	21
8589934333	22
4296218833	23
4295871939	24
4295904853	25
4295865013	26
5051613387	27
5068485320	28
4295865240	29
4295863793	30
8589934212	31
5001221854	32
5059028836	33
5035741840	34
4295903254	35
5045508943	36
5043319761	37
5036766442	38
4295864272	39
5038058703	40
5037955555	41
4295895781	42
5000516337	43
4295864455	44
5001439336	45
5000001034	46
4295880685	47
4295864344	48
4295865530	49
4298546138	50
5000039352	51
4295864163	52
4295906595	53
4295904170	54
4295870876	55
4295903068	56
4295876746	57
5035881181	58
4295864803	59
5000023626	60
4295869694	61
5044178510	62
4295864259	63
4295865157	64
4295912121	65
4297615465	66
4295905573	67
5046728970	68
5035720709	69
4297950835	70
4295871994	71
4295905127	72
4295874870	73
4295903051	74
4295905298	75
5000424585	76
5000022915	77
4298007846	78
5000204939	79
5000611814	80
5000036230	81
4295864860	82
4298517906	83
4295856649	84
4295908005	85
4295904341	86
4295870880	87
4295881548	88
4297960668	89
5000058303	90
4295864844	91
4295871326	92
4295911969	93
4295863742	94
5035524235	95
5000100385	96
5059955577	97
5000695345	98
4295903653	99
4295864351	100
5001160208	101
4296066003	102
5000039167	103
5036753197	104
4295871320	105
4295912996	106
4295904103	107
5051785041	108
4295864818	109
5000011927	110
4295904495	111
8589934314	112
5001124757	113
5001187244	114
5052524326	115
5036799578	116
5066600170	117
4295901925	118
5000432819	119
4295913863	120
5000446278	121
4297918244	122
4295948772	123
4295891905	124
5036191827	125
5043950597	126
5000662396	127
5035720547	128
4295864333	129
5001231285	130
5070516828	131
4297000416	132
5036227579	133
4295885039	134
4295894740	135
5037628429	136
5068323654	137
4295868248	138
5035252357	139
5000025791	140
5000001291	141
5068935643	142
5035420109	143
4295869198	144
4295887585	145
5071083156	146
4295875735	147
5037016658	148
5039926532	149
8589934205	150
8589934326	151
5036397424	152
4295872979	153
4295859739	154
4295862805	155
4295892260	156
4297681081	157
4295902623	158
8589934244	159
4295906238	160
4295864421	161
5041978269	162
8589934316	163
4295903329	164
4295891100	165
5000045896	166
5001233819	167
4295912094	168
5000021791	169
4295864709	170
4295864071	171
5000737707	172
5001168764	173
4298345017	174
4296376820	175
4298543709	176
8589934554	177
4295863889	178
5057859961	179
5001300806	180
4295906195	181
4295903514	182
5047643782	183
4295864149	184
4295903955	185
4295873987	186
4295865585	187
4297426368	188
4295900871	189
5000483013	190
8589934167	191
4295869106	192
4295899424	193
5067160767	194
5001008480	195
5048905169	196
8589934213	197
5058530298	198
4295899712	199
4295860633	200
5000105614	201
5000659421	202
4298152733	203
4295890743	204
4295883093	205
5037080079	206
4295914125	207
4295900112	208
4295903355	209
4295904976	210
5037970020	211
4295863749	212
5035094903	213
5034792779	214
5000613241	215
5000194366	216
4295903341	217
4295865447	218
4295896108	219
4295864325	220
4297140185	221
5035573065	222
4295877341	223
5057939474	224
5000661791	225
4298000062	226
4295866480	227
4295856130	228
5000006427	229
4295857405	230
5000049098	231
5035561315	232
5037054346	233
4295870332	234
4295869903	235
5039731715	236
5056398792	237
4295881247	238
4295879677	239
4295890710	240
5000658261	241
5000290661	242
4298242015	243
5000029518	244
4297040159	245
4295904095	246
4298517202	247
8589934341	248
5037431157	249
5000656363	250
5038055163	251
4295886834	252
5040195712	253
5039584067	254
8589934290	255
5035459217	256
4295887845	257
5051776062	258
4295912126	259
5000008351	260
5040054905	261
5046441418	262
4295903652	263
5000064299	264
4296540158	265
4295882451	266
